Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
1/02/2024;ANTIOQUIA;A. SAN LORENZO;30.41;6916100;1.391569416
1/02/2024;ANTIOQUIA;CARLOS LLERAS;21.72;3298700;0.89638587
1/02/2024;ANTIOQUIA;CONCEPCION;2.98;856200;0.638955224
1/02/2024;ANTIOQUIA;DESV. EEPPM (NEC.PAJ.DOL);4.851;1393800;0.714769231
1/02/2024;ANTIOQUIA;ESCUELA DE MINAS;12.26;4659700;0.562086852
1/02/2024;ANTIOQUIA;GRANDE;12.108;4117000;0.567862069
1/02/2024;ANTIOQUIA;GUADALUPE;6.884;1977900;0.549416667
1/02/2024;ANTIOQUIA;GUATAPE;30.823;5252100;1.378503937
1/02/2024;ANTIOQUIA;ITUANGO;201.016;8684400;0.318927653
1/02/2024;ANTIOQUIA;NARE CP;7.469;2551400;0.685860215
1/02/2024;ANTIOQUIA;PORCE III;12.621;931600;0.862592593
1/02/2024;ANTIOQUIA;PORCE2 CP;13.911;1720800;0.500232558
1/02/2024;ANTIOQUIA;QUEBRADONA;0.173;31500;0.63
1/02/2024;ANTIOQUIA;SAN CARLOS;28.1;3620100;1.774558824
1/02/2024;ANTIOQUIA;SAN MIGUEL;50.21;1695300;1.153265306
1/02/2024;ANTIOQUIA;TENCHE;1.635;469800;0.559285714
1/02/2024;CALDAS;CAMPOALEGRE;3.53;469500;0.617763158
1/02/2024;CALDAS;CHINCHINA;8.189;1089100;0.531268293
1/02/2024;CALDAS;DESV. GUARINO;0.09;4200;0.002837838
1/02/2024;CALDAS;DESV. MANSO;0.75;35400;0.072244898
1/02/2024;CALDAS;ESTRELLA;0.688;77500;0.407894737
1/02/2024;CALDAS;MIEL I;52.61;2484200;0.655461741
1/02/2024;CALDAS;SAN EUGENIO;4.662;524900;0.624880952
1/02/2024;CALDAS;SAN FRANCISCO;2.614;211900;1.009047619
1/02/2024;CARIBE;SINU URRA;72.63;839300;0.5995
1/02/2024;CENTRO;AMOYA;9.14;1052400;0.683376623
1/02/2024;CENTRO;BETANIA CP;15.432;218400;0.1092
1/02/2024;CENTRO;BOGOTA N.R.;0;;
1/02/2024;CENTRO;CUCUANA;1.39;198400;0.42212766
1/02/2024;CENTRO;DESV. SAN MARCOS;0.59;84200;0.467777778
1/02/2024;CENTRO;EL QUIMBO;67.812;2740700;0.439919743
1/02/2024;CENTRO;PRADO;2.85;33800;0.0528125
1/02/2024;CENTRO;SOGAMOSO;73.44;2433700;0.375570988
1/02/2024;ORIENTE;BATA;7.15;1192300;0.520655022
1/02/2024;ORIENTE;BLANCO;0;;
1/02/2024;ORIENTE;CHUZA;0.41;157700;0.12616
1/02/2024;ORIENTE;DESV. BATATAS;1.774;419300;0.8386
1/02/2024;ORIENTE;DESV. CHIVOR;4.763;1125600;2.446956522
1/02/2024;ORIENTE;GUAVIO;14.615;3454000;0.975706215
1/02/2024;VALLE;ALTOANCHICAYA;20.24;2028200;0.522731959
1/02/2024;VALLE;CALIMA;0.19;8500;0.020238095
1/02/2024;VALLE;CAUCA SALVAJINA;65.75;4203000;0.461868132
1/02/2024;VALLE;DIGUA;10.17;147400;0.446666667
1/02/2024;VALLE;FLORIDA II;5.24;104800;0.698666667
2/02/2024;ANTIOQUIA;A. SAN LORENZO;16.24;3693400;0.743138833
2/02/2024;ANTIOQUIA;CARLOS LLERAS;25.47;3868200;1.051141304
2/02/2024;ANTIOQUIA;CONCEPCION;3.084;886100;0.661268657
2/02/2024;ANTIOQUIA;DESV. EEPPM (NEC.PAJ.DOL);4.898;1407300;0.721692308
2/02/2024;ANTIOQUIA;ESCUELA DE MINAS;13.01;4944700;0.596465621
2/02/2024;ANTIOQUIA;GRANDE;12.305;4184000;0.577103448
2/02/2024;ANTIOQUIA;GUADALUPE;7.115;2044300;0.567861111
2/02/2024;ANTIOQUIA;GUATAPE;11.313;1927700;0.505958005
2/02/2024;ANTIOQUIA;ITUANGO;220.22;9514000;0.349394051
2/02/2024;ANTIOQUIA;NARE CP;6.986;2386400;0.641505376
2/02/2024;ANTIOQUIA;PORCE III;2.077;153300;0.141944444
2/02/2024;ANTIOQUIA;PORCE2 CP;12.149;1502800;0.436860465
2/02/2024;ANTIOQUIA;QUEBRADONA;0.176;32000;0.64
2/02/2024;ANTIOQUIA;SAN CARLOS;22.55;2905100;1.424068627
2/02/2024;ANTIOQUIA;SAN MIGUEL;36.89;1245500;0.847278912
2/02/2024;ANTIOQUIA;TENCHE;2.546;731500;0.870833333
2/02/2024;CALDAS;CAMPOALEGRE;3.845;511400;0.672894737
2/02/2024;CALDAS;CHINCHINA;8.31;1105200;0.539121951
2/02/2024;CALDAS;DESV. GUARINO;0;;
2/02/2024;CALDAS;DESV. MANSO;0.09;4200;0.008571429
2/02/2024;CALDAS;ESTRELLA;0.68;76600;0.403157895
2/02/2024;CALDAS;MIEL I;41.7;1969100;0.519551451
2/02/2024;CALDAS;SAN EUGENIO;5.079;571900;0.680833333
2/02/2024;CALDAS;SAN FRANCISCO;2.412;195600;0.931428571
2/02/2024;CARIBE;SINU URRA;88.71;1025100;0.732214286
2/02/2024;CENTRO;AMOYA;10.71;1233200;0.800779221
2/02/2024;CENTRO;BETANIA CP;41.214;583200;0.2916
2/02/2024;CENTRO;BOGOTA N.R.;11.15;4289800;1.324012346
2/02/2024;CENTRO;CUCUANA;1.49;212700;0.452553192
2/02/2024;CENTRO;DESV. SAN MARCOS;0.59;84200;0.467777778
2/02/2024;CENTRO;EL QUIMBO;69.955;2827300;0.453820225
2/02/2024;CENTRO;PRADO;18.43;218600;0.3415625
2/02/2024;CENTRO;SOGAMOSO;104.2;3453100;0.532885803
2/02/2024;ORIENTE;BATA;15.38;2564700;1.119956332
2/02/2024;ORIENTE;BLANCO;0;;
2/02/2024;ORIENTE;CHUZA;0.02;7700;0.00616
2/02/2024;ORIENTE;DESV. BATATAS;3.254;769000;1.538
2/02/2024;ORIENTE;DESV. CHIVOR;2.235;528200;1.14826087
2/02/2024;ORIENTE;GUAVIO;26.8;6333700;1.789180791
2/02/2024;VALLE;ALTOANCHICAYA;33.17;3324000;0.856701031
2/02/2024;VALLE;CALIMA;7.27;323800;0.770952381
2/02/2024;VALLE;CAUCA SALVAJINA;75.19;4806400;0.528175824
2/02/2024;VALLE;DIGUA;16.38;237400;0.719393939
2/02/2024;VALLE;FLORIDA II;5.24;104800;0.698666667
3/02/2024;ANTIOQUIA;A. SAN LORENZO;31.13;7079900;1.424527163
3/02/2024;ANTIOQUIA;CARLOS LLERAS;52.25;7935300;2.156331522
3/02/2024;ANTIOQUIA;CONCEPCION;3.125;897900;0.670074627
3/02/2024;ANTIOQUIA;DESV. EEPPM (NEC.PAJ.DOL);7.491;2152300;1.10374359
3/02/2024;ANTIOQUIA;ESCUELA DE MINAS;35.47;13481100;1.626188179
3/02/2024;ANTIOQUIA;GRANDE;17.412;5920500;0.81662069
3/02/2024;ANTIOQUIA;GUADALUPE;8.349;2398800;0.666333333
3/02/2024;ANTIOQUIA;GUATAPE;47.22;8046100;2.11183727
3/02/2024;ANTIOQUIA;ITUANGO;210.734;9104200;0.334344473
3/02/2024;ANTIOQUIA;NARE CP;19.077;6516700;1.751801075
3/02/2024;ANTIOQUIA;PORCE III;9.901;730800;0.676666667
3/02/2024;ANTIOQUIA;PORCE2 CP;18.936;2342400;0.680930233
3/02/2024;ANTIOQUIA;QUEBRADONA;0.249;45300;0.906
3/02/2024;ANTIOQUIA;SAN CARLOS;66.67;8589100;4.210343137
3/02/2024;ANTIOQUIA;SAN MIGUEL;75.69;2555500;1.738435374
3/02/2024;ANTIOQUIA;TENCHE;3.183;914500;1.088690476
3/02/2024;CALDAS;CAMPOALEGRE;7.547;1003800;1.320789474
3/02/2024;CALDAS;CHINCHINA;9.778;1300500;0.634390244
3/02/2024;CALDAS;DESV. GUARINO;0.41;19400;0.013108108
3/02/2024;CALDAS;DESV. MANSO;0.53;25000;0.051020408
3/02/2024;CALDAS;ESTRELLA;0.753;84800;0.44631579
3/02/2024;CALDAS;MIEL I;55.01;2597600;0.685382586
3/02/2024;CALDAS;SAN EUGENIO;9.968;1122400;1.336190476
3/02/2024;CALDAS;SAN FRANCISCO;3.381;274100;1.305238095
3/02/2024;CARIBE;SINU URRA;86.32;997500;0.7125
3/02/2024;CENTRO;AMOYA;10.28;1183700;0.768636364
3/02/2024;CENTRO;BETANIA CP;70.215;993600;0.4968
3/02/2024;CENTRO;BOGOTA N.R.;0;;
3/02/2024;CENTRO;CUCUANA;3.09;441100;0.938510638
3/02/2024;CENTRO;DESV. SAN MARCOS;0.61;87100;0.483888889
3/02/2024;CENTRO;EL QUIMBO;144.993;5860000;0.940609952
3/02/2024;CENTRO;PRADO;4.36;51700;0.08078125
3/02/2024;CENTRO;SOGAMOSO;231.68;7677700;1.184830247
3/02/2024;ORIENTE;BATA;13.19;2199500;0.960480349
3/02/2024;ORIENTE;BLANCO;0;;
3/02/2024;ORIENTE;CHUZA;0.41;157700;0.12616
3/02/2024;ORIENTE;DESV. BATATAS;1.392;329000;0.658
3/02/2024;ORIENTE;DESV. CHIVOR;1.622;383300;0.83326087
3/02/2024;ORIENTE;GUAVIO;11.465;2709500;0.76539548
3/02/2024;VALLE;ALTOANCHICAYA;34.42;3449200;0.888969072
3/02/2024;VALLE;CALIMA;3.73;166100;0.395476191
3/02/2024;VALLE;CAUCA SALVAJINA;83.43;5333200;0.586065934
3/02/2024;VALLE;DIGUA;16.98;246100;0.745757576
3/02/2024;VALLE;FLORIDA II;5.29;105800;0.705333333
4/02/2024;ANTIOQUIA;A. SAN LORENZO;21.13;4805600;0.966921529
4/02/2024;ANTIOQUIA;CARLOS LLERAS;26.75;4062600;1.103967391
4/02/2024;ANTIOQUIA;CONCEPCION;2.972;853900;0.637238806
4/02/2024;ANTIOQUIA;DESV. EEPPM (NEC.PAJ.DOL);6.277;1803500;0.924871795
4/02/2024;ANTIOQUIA;ESCUELA DE MINAS;26.95;10242900;1.235572979
4/02/2024;ANTIOQUIA;GRANDE;14.129;4804200;0.662648276
4/02/2024;ANTIOQUIA;GUADALUPE;8.919;2562600;0.711833333
4/02/2024;ANTIOQUIA;GUATAPE;17.495;2981100;0.782440945
4/02/2024;ANTIOQUIA;ITUANGO;410.717;17744000;0.651634227
4/02/2024;ANTIOQUIA;NARE CP;14.442;4933400;1.326182796
4/02/2024;ANTIOQUIA;PORCE III;7.964;587900;0.544351852
4/02/2024;ANTIOQUIA;PORCE2 CP;16.799;2078000;0.604069767
4/02/2024;ANTIOQUIA;QUEBRADONA;0.202;36800;0.736
4/02/2024;ANTIOQUIA;SAN CARLOS;23.92;3081600;1.510588235
4/02/2024;ANTIOQUIA;SAN MIGUEL;39.7;1340400;0.911836735
4/02/2024;ANTIOQUIA;TENCHE;3.109;893300;1.063452381
4/02/2024;CALDAS;CAMPOALEGRE;7.882;1048300;1.379342105
4/02/2024;CALDAS;CHINCHINA;11.601;1542900;0.752634146
4/02/2024;CALDAS;DESV. GUARINO;0;;
4/02/2024;CALDAS;DESV. MANSO;0;;
4/02/2024;CALDAS;ESTRELLA;0.93;104700;0.551052632
4/02/2024;CALDAS;MIEL I;39.82;1880300;0.496121372
4/02/2024;CALDAS;SAN EUGENIO;10.409;1172100;1.395357143
4/02/2024;CALDAS;SAN FRANCISCO;3.567;289200;1.377142857
4/02/2024;CARIBE;SINU URRA;85.03;982600;0.701857143
4/02/2024;CENTRO;AMOYA;12.39;1426700;0.926428571
4/02/2024;CENTRO;BETANIA CP;180.229;2550300;1.27515
4/02/2024;CENTRO;BOGOTA N.R.;30.87;11876800;3.665679012
4/02/2024;CENTRO;CUCUANA;5.37;766500;1.630851064
4/02/2024;CENTRO;DESV. SAN MARCOS;0.74;105600;0.586666667
4/02/2024;CENTRO;EL QUIMBO;144.791;5851900;0.939309791
4/02/2024;CENTRO;PRADO;67.27;797700;1.24640625
4/02/2024;CENTRO;SOGAMOSO;148.82;4931800;0.761080247
4/02/2024;ORIENTE;BATA;27.51;4587500;2.003275109
4/02/2024;ORIENTE;BLANCO;0;;
4/02/2024;ORIENTE;CHUZA;0.79;303900;0.24312
4/02/2024;ORIENTE;DESV. BATATAS;1.993;471000;0.942
4/02/2024;ORIENTE;DESV. CHIVOR;1.953;461600;1.003478261
4/02/2024;ORIENTE;GUAVIO;16.418;3880100;1.096073446
4/02/2024;VALLE;ALTOANCHICAYA;29.77;2983200;0.768865979
4/02/2024;VALLE;CALIMA;11.33;504600;1.201428571
4/02/2024;VALLE;CAUCA SALVAJINA;123.61;7901600;0.868307692
4/02/2024;VALLE;DIGUA;14.75;213700;0.647575758
4/02/2024;VALLE;FLORIDA II;13.77;275400;1.836
5/02/2024;ANTIOQUIA;A. SAN LORENZO;22.91;5210400;1.048370221
5/02/2024;ANTIOQUIA;CARLOS LLERAS;12.14;1843700;0.501005435
5/02/2024;ANTIOQUIA;CONCEPCION;3.492;1003300;0.748731343
5/02/2024;ANTIOQUIA;DESV. EEPPM (NEC.PAJ.DOL);6.437;1849500;0.948461539
5/02/2024;ANTIOQUIA;ESCUELA DE MINAS;17.93;6814700;0.822038601
5/02/2024;ANTIOQUIA;GRANDE;14.606;4966400;0.68502069
5/02/2024;ANTIOQUIA;GUADALUPE;8.052;2313500;0.642638889
5/02/2024;ANTIOQUIA;GUATAPE;29.494;5025600;1.319055118
5/02/2024;ANTIOQUIA;ITUANGO;382.588;16528700;0.607003305
5/02/2024;ANTIOQUIA;NARE CP;9.924;3390000;0.911290323
5/02/2024;ANTIOQUIA;PORCE III;13.781;1017200;0.941851852
5/02/2024;ANTIOQUIA;PORCE2 CP;23.889;2955100;0.859040698
5/02/2024;ANTIOQUIA;QUEBRADONA;0.209;38000;0.76
5/02/2024;ANTIOQUIA;SAN CARLOS;35.03;4512900;2.212205882
5/02/2024;ANTIOQUIA;SAN MIGUEL;43.78;1478200;1.005578231
5/02/2024;ANTIOQUIA;TENCHE;4.157;1194400;1.421904762
5/02/2024;CALDAS;CAMPOALEGRE;7.223;960700;1.264078947
5/02/2024;CALDAS;CHINCHINA;11.703;1556500;0.759268293
5/02/2024;CALDAS;DESV. GUARINO;0;;
5/02/2024;CALDAS;DESV. MANSO;0.43;20300;0.041428571
5/02/2024;CALDAS;ESTRELLA;0.817;92000;0.484210526
5/02/2024;CALDAS;MIEL I;43.82;2069200;0.545963061
5/02/2024;CALDAS;SAN EUGENIO;9.539;1074100;1.278690476
5/02/2024;CALDAS;SAN FRANCISCO;3.047;247000;1.176190476
5/02/2024;CARIBE;SINU URRA;77.1;891000;0.636428571
5/02/2024;CENTRO;AMOYA;18.63;2145200;1.392987013
5/02/2024;CENTRO;BETANIA CP;141.925;2008300;1.00415
5/02/2024;CENTRO;BOGOTA N.R.;27.98;10764900;3.3225
5/02/2024;CENTRO;CUCUANA;7.08;1010600;2.150212766
5/02/2024;CENTRO;DESV. SAN MARCOS;1.11;158400;0.88
5/02/2024;CENTRO;EL QUIMBO;204.722;8274000;1.328089888
5/02/2024;CENTRO;PRADO;84.81;1005700;1.57140625
5/02/2024;CENTRO;SOGAMOSO;116.84;3872000;0.597530864
5/02/2024;ORIENTE;BATA;18.22;3038300;1.326768559
5/02/2024;ORIENTE;BLANCO;0;;
5/02/2024;ORIENTE;CHUZA;1.54;592500;0.474
5/02/2024;ORIENTE;DESV. BATATAS;1.617;382100;0.7642
5/02/2024;ORIENTE;DESV. CHIVOR;1.596;377200;0.82
5/02/2024;ORIENTE;GUAVIO;13.322;3148400;0.889378531
5/02/2024;VALLE;ALTOANCHICAYA;101.35;10156200;2.61757732
5/02/2024;VALLE;CALIMA;5.12;228000;0.542857143
5/02/2024;VALLE;CAUCA SALVAJINA;117.53;7513000;0.825604396
5/02/2024;VALLE;DIGUA;49.12;711800;2.156969697
5/02/2024;VALLE;FLORIDA II;11.52;230400;1.536
6/02/2024;ANTIOQUIA;A. SAN LORENZO;13.66;3106700;0.625090543
6/02/2024;ANTIOQUIA;CARLOS LLERAS;18.91;2871900;0.780407609
6/02/2024;ANTIOQUIA;CONCEPCION;3.468;996400;0.74358209
6/02/2024;ANTIOQUIA;DESV. EEPPM (NEC.PAJ.DOL);6.291;1807500;0.926923077
6/02/2024;ANTIOQUIA;ESCUELA DE MINAS;17.21;6541000;0.789022919
6/02/2024;ANTIOQUIA;GRANDE;18.018;6126500;0.845034483
6/02/2024;ANTIOQUIA;GUADALUPE;8.256;2372100;0.658916667
6/02/2024;ANTIOQUIA;GUATAPE;9.754;1662000;0.436220472
6/02/2024;ANTIOQUIA;ITUANGO;384.113;16594600;0.60942343
6/02/2024;ANTIOQUIA;NARE CP;9.38;3204200;0.861344086
6/02/2024;ANTIOQUIA;PORCE III;8.373;618000;0.572222222
6/02/2024;ANTIOQUIA;PORCE2 CP;18.406;2276800;0.661860465
6/02/2024;ANTIOQUIA;QUEBRADONA;0.258;47000;0.94
6/02/2024;ANTIOQUIA;SAN CARLOS;23.72;3055800;1.497941176
6/02/2024;ANTIOQUIA;SAN MIGUEL;34.7;1171600;0.797006803
6/02/2024;ANTIOQUIA;TENCHE;3.389;973700;1.159166667
6/02/2024;CALDAS;CAMPOALEGRE;6.076;808100;1.063289474
6/02/2024;CALDAS;CHINCHINA;9.567;1272400;0.620682927
6/02/2024;CALDAS;DESV. GUARINO;0;;
6/02/2024;CALDAS;DESV. MANSO;0;;
6/02/2024;CALDAS;ESTRELLA;0.786;88500;0.465789474
6/02/2024;CALDAS;MIEL I;37.31;1761800;0.464854881
6/02/2024;CALDAS;SAN EUGENIO;8.025;903600;1.075714286
6/02/2024;CALDAS;SAN FRANCISCO;2.687;217900;1.037619048
6/02/2024;CARIBE;SINU URRA;87.49;1011000;0.722142857
6/02/2024;CENTRO;AMOYA;20.9;2406600;1.562727273
6/02/2024;CENTRO;BETANIA CP;167.88;2375600;1.1878
6/02/2024;CENTRO;BOGOTA N.R.;32.42;12473100;3.849722222
6/02/2024;CENTRO;CUCUANA;6.58;939200;1.998297872
6/02/2024;CENTRO;DESV. SAN MARCOS;1.56;222700;1.237222222
6/02/2024;CENTRO;EL QUIMBO;453.617;18333400;2.942760835
6/02/2024;CENTRO;PRADO;75;889400;1.3896875
6/02/2024;CENTRO;SOGAMOSO;274.24;9088100;1.402484568
6/02/2024;ORIENTE;BATA;18.49;3083300;1.346419214
6/02/2024;ORIENTE;BLANCO;0;;
6/02/2024;ORIENTE;CHUZA;2.27;873300;0.69864
6/02/2024;ORIENTE;DESV. BATATAS;2.355;556600;1.1132
6/02/2024;ORIENTE;DESV. CHIVOR;2.745;648700;1.410217391
6/02/2024;ORIENTE;GUAVIO;19.4;4584800;1.295141243
6/02/2024;VALLE;ALTOANCHICAYA;32.49;3255800;0.839123711
6/02/2024;VALLE;CALIMA;5.02;223600;0.532380952
6/02/2024;VALLE;CAUCA SALVAJINA;139.35;8907800;0.978879121
6/02/2024;VALLE;DIGUA;16.05;232600;0.704848485
6/02/2024;VALLE;FLORIDA II;14.35;287000;1.913333333
7/02/2024;ANTIOQUIA;A. SAN LORENZO;13.01;2958800;0.595331992
7/02/2024;ANTIOQUIA;CARLOS LLERAS;26.7;4055000;1.101902174
7/02/2024;ANTIOQUIA;CONCEPCION;4.011;1152400;0.86
7/02/2024;ANTIOQUIA;DESV. EEPPM (NEC.PAJ.DOL);5.841;1678200;0.860615385
7/02/2024;ANTIOQUIA;ESCUELA DE MINAS;15.96;6065900;0.731712907
7/02/2024;ANTIOQUIA;GRANDE;13.147;4470300;0.616593103
7/02/2024;ANTIOQUIA;GUADALUPE;7.834;2250900;0.62525
7/02/2024;ANTIOQUIA;GUATAPE;13.428;2288100;0.600551181
7/02/2024;ANTIOQUIA;ITUANGO;374.261;16169000;0.59379361
7/02/2024;ANTIOQUIA;NARE CP;8.939;3053600;0.820860215
7/02/2024;ANTIOQUIA;PORCE III;21.237;1567600;1.451481481
7/02/2024;ANTIOQUIA;PORCE2 CP;17.249;2133700;0.620261628
7/02/2024;ANTIOQUIA;QUEBRADONA;0.188;34200;0.684
7/02/2024;ANTIOQUIA;SAN CARLOS;33.82;4357000;2.135784314
7/02/2024;ANTIOQUIA;SAN MIGUEL;40.04;1351900;0.919659864
7/02/2024;ANTIOQUIA;TENCHE;3.294;946400;1.126666667
7/02/2024;CALDAS;CAMPOALEGRE;5.703;758500;0.998026316
7/02/2024;CALDAS;CHINCHINA;9.05;1203700;0.587170732
7/02/2024;CALDAS;DESV. GUARINO;0;;
7/02/2024;CALDAS;DESV. MANSO;0.8;37800;0.077142857
7/02/2024;CALDAS;ESTRELLA;0.727;81900;0.431052632
7/02/2024;CALDAS;MIEL I;39.46;1863300;0.491635884
7/02/2024;CALDAS;SAN EUGENIO;7.532;848100;1.009642857
7/02/2024;CALDAS;SAN FRANCISCO;2.459;199400;0.94952381
7/02/2024;CARIBE;SINU URRA;218.32;2522900;1.802071429
7/02/2024;CENTRO;AMOYA;19.05;2193600;1.424415584
7/02/2024;CENTRO;BETANIA CP;81.618;1154900;0.57745
7/02/2024;CENTRO;BOGOTA N.R.;44.55;17139900;5.290092593
7/02/2024;CENTRO;CUCUANA;6.98;996300;2.119787234
7/02/2024;CENTRO;DESV. SAN MARCOS;1.83;261200;1.451111111
7/02/2024;CENTRO;EL QUIMBO;141.292;5710500;0.916613162
7/02/2024;CENTRO;PRADO;50.97;604400;0.944375
7/02/2024;CENTRO;SOGAMOSO;187.53;6214600;0.95904321
7/02/2024;ORIENTE;BATA;17.96;2995000;1.307860262
7/02/2024;ORIENTE;BLANCO;0;;
7/02/2024;ORIENTE;CHUZA;0;;
7/02/2024;ORIENTE;DESV. BATATAS;2.373;560800;1.1216
7/02/2024;ORIENTE;DESV. CHIVOR;2.765;653500;1.420652174
7/02/2024;ORIENTE;GUAVIO;19.544;4618800;1.304745763
7/02/2024;VALLE;ALTOANCHICAYA;22.77;2281800;0.588092784
7/02/2024;VALLE;CALIMA;2.04;90900;0.216428571
7/02/2024;VALLE;CAUCA SALVAJINA;99.05;6331700;0.695791209
7/02/2024;VALLE;DIGUA;11.39;165100;0.50030303
7/02/2024;VALLE;FLORIDA II;10.17;203400;1.356
8/02/2024;ANTIOQUIA;A. SAN LORENZO;15.45;3513800;0.707002012
8/02/2024;ANTIOQUIA;CARLOS LLERAS;16.35;2483100;0.674755435
8/02/2024;ANTIOQUIA;CONCEPCION;3.295;946700;0.706492537
8/02/2024;ANTIOQUIA;DESV. EEPPM (NEC.PAJ.DOL);4.971;1428300;0.732461539
8/02/2024;ANTIOQUIA;ESCUELA DE MINAS;15.98;6073500;0.732629674
8/02/2024;ANTIOQUIA;GRANDE;13.165;4476400;0.617434483
8/02/2024;ANTIOQUIA;GUADALUPE;7.497;2154000;0.598333333
8/02/2024;ANTIOQUIA;GUATAPE;14.426;2458100;0.645170604
8/02/2024;ANTIOQUIA;ITUANGO;353.832;15286400;0.56138083
8/02/2024;ANTIOQUIA;NARE CP;8.953;3058300;0.822123656
