Fecha;Recurso;Código Agente;Precio de Oferta Ideal $/kWh;Precio de Oferta de Despacho $/kWh;Precio de Oferta Declarado $/kWh
15/02/2016;PORCE II;EPMG;691.646367;700.000;700.000
15/02/2016;PORCE III;EPMG;426.646367;435.000;435.000
15/02/2016;PRADO;EPSG;868.248367;880.000;876.602
15/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
15/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
15/02/2016;SALVAJINA;EPSG;868.252367;890.000;876.606
15/02/2016;SAN CARLOS;ISGG;868.253367;1168.800;876.607
15/02/2016;SOGAMOSO;ISGG;371.146367;379.500;379.500
15/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
15/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
15/02/2016;TEBSAB;GECG;311.892367;320.246;320.246
15/02/2016;TERMOCANDELARIA 1;TCIG;809.131367;858.323;817.485
15/02/2016;TERMOCANDELARIA 2;TCIG;809.505367;866.907;817.859
15/02/2016;TERMOCENTRO CC;ISGG;363.407367;371.761;371.761
15/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
15/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
15/02/2016;TERMOSIERRAB;EPMG;318.032367;326.386;326.386
15/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
15/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
15/02/2016;URRA;EMUG;58.649367;67.003;67.003
15/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
15/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
15/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
15/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
16/02/2016;ALBAN;EPSG;611.646367;620.000;620.000
16/02/2016;BARRANQUILLA 3;GECG;335.765367;344.119;344.119
16/02/2016;BARRANQUILLA 4;GECG;334.632367;342.986;342.986
16/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
16/02/2016;CALIMA;EPSG;868.250367;879.000;876.604
16/02/2016;CARTAGENA 1;ENDG;416.005367;424.359;424.359
16/02/2016;CARTAGENA 2;ENDG;413.889367;422.243;422.243
16/02/2016;CARTAGENA 3;ENDG;409.538367;417.892;417.892
16/02/2016;CHIVOR;CHVG;868.253367;905.600;876.607
16/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
16/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;876.601
16/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
16/02/2016;FLORES 4B;TMFG;336.646367;345.000;345.000
16/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
16/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
16/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
16/02/2016;GUATAPE;EPMG;401.646367;410.000;410.000
16/02/2016;GUATRON;EPMG;841.646367;850.000;850.000
16/02/2016;GUAVIO;ENDG;651.646367;660.000;660.000
16/02/2016;JAGUAS;ISGG;386.646367;395.000;395.000
16/02/2016;LA TASAJERA;EPMG;581.646367;590.000;590.000
16/02/2016;MERILECTRICA 1;CIVG;341.646367;350.000;350.000
16/02/2016;MIEL I;ISGG;868.248367;1168.800;876.602
16/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
16/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
16/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
16/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
16/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
16/02/2016;PLAYAS;EPMG;411.646367;420.000;420.000
16/02/2016;PORCE II;EPMG;831.646367;840.000;840.000
16/02/2016;PORCE III;EPMG;441.646367;450.000;450.000
16/02/2016;PRADO;EPSG;868.249367;880.000;876.603
16/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
16/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
16/02/2016;SALVAJINA;EPSG;868.254367;890.000;876.608
16/02/2016;SAN CARLOS;ISGG;509.646367;518.000;518.000
16/02/2016;SOGAMOSO;ISGG;868.252367;1168.800;876.606
16/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
16/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
16/02/2016;TEBSAB;GECG;311.892367;320.246;320.246
16/02/2016;TERMOCANDELARIA 1;TCIG;809.131367;858.323;817.485
16/02/2016;TERMOCANDELARIA 2;TCIG;809.505367;866.907;817.859
16/02/2016;TERMOCENTRO CC;ISGG;350.607367;358.961;358.961
16/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
16/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
16/02/2016;TERMOSIERRAB;EPMG;318.032367;326.386;326.386
16/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
16/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
16/02/2016;URRA;EMUG;58.649367;67.003;67.003
16/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
16/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
16/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
16/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
17/02/2016;ALBAN;EPSG;868.254367;880.000;876.608
17/02/2016;BARRANQUILLA 3;GECG;335.765367;344.119;344.119
17/02/2016;BARRANQUILLA 4;GECG;334.632367;342.986;342.986
17/02/2016;BETANIA;ENDG;868.250367;1000.000;876.604
17/02/2016;CALIMA;EPSG;868.146367;876.500;876.500
17/02/2016;CARTAGENA 1;ENDG;416.005367;424.359;424.359
17/02/2016;CARTAGENA 2;ENDG;409.538367;417.892;417.892
17/02/2016;CARTAGENA 3;ENDG;413.889367;422.243;422.243
17/02/2016;CHIVOR;CHVG;868.253367;903.400;876.607
17/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
17/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;876.601
17/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
17/02/2016;FLORES 4B;TMFG;336.646367;345.000;345.000
17/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
17/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
17/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
17/02/2016;GUATAPE;EPMG;401.646367;410.000;410.000
17/02/2016;GUATRON;EPMG;868.252367;900.000;876.606
17/02/2016;GUAVIO;ENDG;836.646367;845.000;845.000
17/02/2016;JAGUAS;ISGG;58.648367;67.002;67.002
17/02/2016;LA TASAJERA;EPMG;721.646367;730.000;730.000
17/02/2016;MERILECTRICA 1;CIVG;341.646367;350.000;350.000
17/02/2016;MIEL I;ISGG;868.249367;1168.800;876.603
17/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
17/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
17/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
17/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
17/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
17/02/2016;PLAYAS;EPMG;601.646367;610.000;610.000
17/02/2016;PORCE II;EPMG;831.646367;840.000;840.000
17/02/2016;PORCE III;EPMG;741.646367;750.000;750.000
17/02/2016;PRADO;EPSG;868.248367;880.000;876.602
17/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
17/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
17/02/2016;SALVAJINA;EPSG;868.246367;876.600;876.600
17/02/2016;SAN CARLOS;ISGG;868.245367;876.599;876.599
17/02/2016;SOGAMOSO;ISGG;868.251367;1168.800;876.605
17/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
17/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
17/02/2016;TEBSAB;GECG;311.892367;320.246;320.246
17/02/2016;TERMOCANDELARIA 1;TCIG;809.131367;858.323;817.485
17/02/2016;TERMOCANDELARIA 2;TCIG;809.505367;866.907;817.859
17/02/2016;TERMOCENTRO CC;ISGG;278.956367;287.310;287.310
17/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
17/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
17/02/2016;TERMOSIERRAB;EPMG;333.621367;341.975;341.975
17/02/2016;TERMOVALLE 1;TMVG;404.332367;412.686;412.686
17/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
17/02/2016;URRA;EMUG;58.649367;67.003;67.003
17/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
17/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
17/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
17/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
18/02/2016;ALBAN;EPSG;868.236367;876.590;876.590
18/02/2016;BARRANQUILLA 3;GECG;335.765367;344.119;344.119
18/02/2016;BARRANQUILLA 4;GECG;334.632367;342.986;342.986
18/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
18/02/2016;CALIMA;EPSG;868.146367;876.500;876.500
18/02/2016;CARTAGENA 1;ENDG;409.538367;417.892;417.892
18/02/2016;CARTAGENA 2;ENDG;413.889367;422.243;422.243
18/02/2016;CARTAGENA 3;ENDG;416.005367;424.359;424.359
18/02/2016;CHIVOR;CHVG;868.253367;900.000;876.607
18/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
18/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;876.601
18/02/2016;FLORES 1;TMFG;416.366367;424.720;424.720
18/02/2016;FLORES 4B;TMFG;394.185367;402.539;402.539
18/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
18/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
18/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
18/02/2016;GUATAPE;EPMG;401.646367;410.000;410.000
18/02/2016;GUATRON;EPMG;841.646367;850.000;850.000
18/02/2016;GUAVIO;ENDG;868.248367;900.000;876.602
18/02/2016;JAGUAS;ISGG;58.648367;67.002;67.002
18/02/2016;LA TASAJERA;EPMG;851.646367;860.000;860.000
18/02/2016;MERILECTRICA 1;CIVG;395.425367;403.779;403.779
18/02/2016;MIEL I;ISGG;868.249367;1168.800;876.603
18/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
18/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
18/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
18/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
18/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
18/02/2016;PLAYAS;EPMG;868.254367;920.000;876.608
18/02/2016;PORCE II;EPMG;868.255367;890.000;876.609
18/02/2016;PORCE III;EPMG;741.646367;750.000;750.000
18/02/2016;PRADO;EPSG;868.250367;880.000;876.604
18/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
18/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
18/02/2016;SALVAJINA;EPSG;868.246367;876.600;876.600
18/02/2016;SAN CARLOS;ISGG;868.245367;876.599;876.599
18/02/2016;SOGAMOSO;ISGG;868.252367;1168.800;876.606
18/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
18/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
18/02/2016;TEBSAB;GECG;311.892367;320.246;320.246
18/02/2016;TERMOCANDELARIA 1;TCIG;809.131367;858.323;817.485
18/02/2016;TERMOCANDELARIA 2;TCIG;809.505367;866.907;817.859
18/02/2016;TERMOCENTRO CC;ISGG;278.956367;287.310;287.310
18/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
18/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
18/02/2016;TERMOSIERRAB;EPMG;333.621367;341.975;341.975
18/02/2016;TERMOVALLE 1;TMVG;404.332367;412.686;412.686
18/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
18/02/2016;URRA;EMUG;58.649367;67.003;67.003
18/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
18/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
18/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
18/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
19/02/2016;ALBAN;EPSG;868.256367;885.000;876.610
19/02/2016;BARRANQUILLA 3;GECG;335.765367;344.119;344.119
19/02/2016;BARRANQUILLA 4;GECG;334.632367;342.986;342.986
19/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
19/02/2016;CALIMA;EPSG;868.250367;880.000;876.604
19/02/2016;CARTAGENA 1;ENDG;409.538367;417.892;417.892
19/02/2016;CARTAGENA 2;ENDG;413.889367;422.243;422.243
19/02/2016;CARTAGENA 3;ENDG;416.005367;424.359;424.359
19/02/2016;CHIVOR;CHVG;58.648367;67.002;67.002
19/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
19/02/2016;EL QUIMBO;ENDG;691.646367;700.000;700.000
19/02/2016;FLORES 1;TMFG;415.389367;423.743;423.743
19/02/2016;FLORES 4B;TMFG;326.655367;335.009;335.009
19/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
19/02/2016;GUAJIRA 1;GECG;190.382367;198.736;198.736
19/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
19/02/2016;GUATAPE;EPMG;401.646367;410.000;410.000
19/02/2016;GUATRON;EPMG;868.253367;900.000;876.607
19/02/2016;GUAVIO;ENDG;868.247367;1000.000;876.601
19/02/2016;JAGUAS;ISGG;58.648367;67.002;67.002
19/02/2016;LA TASAJERA;EPMG;866.646367;875.000;875.000
19/02/2016;MERILECTRICA 1;CIVG;384.130367;392.484;392.484
19/02/2016;MIEL I;ISGG;868.248367;1168.800;876.602
19/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
19/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
19/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
19/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
19/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
19/02/2016;PLAYAS;EPMG;841.646367;850.000;850.000
19/02/2016;PORCE II;EPMG;868.257367;890.000;876.611
19/02/2016;PORCE III;EPMG;861.646367;870.000;870.000
19/02/2016;PRADO;EPSG;868.249367;880.000;876.603
19/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
19/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
19/02/2016;SALVAJINA;EPSG;868.254367;886.000;876.608
19/02/2016;SAN CARLOS;ISGG;868.255367;1168.800;876.609
19/02/2016;SOGAMOSO;ISGG;868.252367;1168.800;876.606
19/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
19/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
19/02/2016;TEBSAB;GECG;319.831367;328.185;328.185
19/02/2016;TERMOCANDELARIA 1;TCIG;809.182367;858.323;817.536
19/02/2016;TERMOCANDELARIA 2;TCIG;809.556367;866.907;817.910
19/02/2016;TERMOCENTRO CC;ISGG;278.956367;287.310;287.310
19/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
19/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
19/02/2016;TERMOSIERRAB;EPMG;333.621367;341.975;341.975
19/02/2016;TERMOVALLE 1;TMVG;404.332367;412.686;412.686
19/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
19/02/2016;URRA;EMUG;58.649367;67.003;67.003
19/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
19/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
19/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
19/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
20/02/2016;ALBAN;EPSG;868.257367;885.000;876.611
20/02/2016;BARRANQUILLA 3;GECG;335.765367;344.119;344.119
20/02/2016;BARRANQUILLA 4;GECG;334.632367;342.986;342.986
20/02/2016;BETANIA;ENDG;868.252367;1000.000;876.606
20/02/2016;CALIMA;EPSG;868.247367;880.000;876.601
20/02/2016;CARTAGENA 1;ENDG;409.538367;417.892;417.892
20/02/2016;CARTAGENA 2;ENDG;413.889367;422.243;422.243
20/02/2016;CARTAGENA 3;ENDG;416.005367;424.359;424.359
20/02/2016;CHIVOR;CHVG;868.256367;900.000;876.610
20/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
20/02/2016;EL QUIMBO;ENDG;691.646367;700.000;700.000
20/02/2016;FLORES 1;TMFG;415.353367;423.707;423.707
20/02/2016;FLORES 4B;TMFG;394.061367;402.415;402.415
20/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
20/02/2016;GUAJIRA 1;GECG;190.382367;198.736;198.736
20/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
20/02/2016;GUATAPE;EPMG;401.646367;410.000;410.000
20/02/2016;GUATRON;EPMG;868.255367;900.000;876.609
20/02/2016;GUAVIO;ENDG;868.248367;1000.000;876.602
20/02/2016;JAGUAS;ISGG;868.251367;1168.800;876.605
20/02/2016;LA TASAJERA;EPMG;868.253367;920.000;876.607
20/02/2016;MERILECTRICA 1;CIVG;381.926367;390.280;390.280
20/02/2016;MIEL I;ISGG;868.250367;1168.800;876.604
20/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
20/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
20/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
20/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
20/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
20/02/2016;PLAYAS;EPMG;868.146367;876.500;876.500
20/02/2016;PORCE II;EPMG;867.646367;876.000;876.000
20/02/2016;PORCE III;EPMG;868.259367;880.000;876.613
20/02/2016;PRADO;EPSG;868.249367;880.000;876.603
20/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
20/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
20/02/2016;SALVAJINA;EPSG;868.258367;886.000;876.612
20/02/2016;SAN CARLOS;ISGG;868.245367;876.599;876.599
20/02/2016;SOGAMOSO;ISGG;868.254367;1168.800;876.608
20/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
20/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
20/02/2016;TEBSAB;GECG;313.056367;321.410;321.410
20/02/2016;TERMOCANDELARIA 1;TCIG;776.883367;785.237;785.237
20/02/2016;TERMOCANDELARIA 2;TCIG;784.735367;793.089;793.089
20/02/2016;TERMOCENTRO CC;ISGG;118.424367;126.778;126.778
20/02/2016;TERMODORADA 1;EPMG;706.386367;714.740;714.740
20/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
20/02/2016;TERMOSIERRAB;EPMG;328.013367;336.367;336.367
20/02/2016;TERMOVALLE 1;TMVG;404.332367;412.686;412.686
20/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
20/02/2016;URRA;EMUG;58.649367;67.003;67.003
20/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
20/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
20/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
20/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
21/02/2016;ALBAN;EPSG;868.259367;885.000;876.613
21/02/2016;BARRANQUILLA 3;GECG;352.753367;361.107;361.107
21/02/2016;BARRANQUILLA 4;GECG;351.621367;359.975;359.975
21/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
21/02/2016;CALIMA;EPSG;868.247367;880.000;876.601
21/02/2016;CARTAGENA 1;ENDG;409.538367;417.892;417.892
21/02/2016;CARTAGENA 2;ENDG;413.889367;422.243;422.243
21/02/2016;CARTAGENA 3;ENDG;416.005367;424.359;424.359
21/02/2016;CHIVOR;CHVG;868.255367;900.000;876.609
21/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
21/02/2016;EL QUIMBO;ENDG;691.646367;700.000;700.000
21/02/2016;FLORES 1;TMFG;415.373367;423.727;423.727
21/02/2016;FLORES 4B;TMFG;323.394367;331.748;331.748
21/02/2016;GECELCA 3;GECG;181.166367;189.520;189.520
21/02/2016;GUAJIRA 1;GECG;207.382367;215.736;215.736
21/02/2016;GUAJIRA 2;GECG;200.971367;209.325;209.325
21/02/2016;GUATAPE;EPMG;401.646367;410.000;410.000
21/02/2016;GUATRON;EPMG;868.254367;900.000;876.608
21/02/2016;GUAVIO;ENDG;868.248367;1000.000;876.602
21/02/2016;JAGUAS;ISGG;868.250367;1168.800;876.604
21/02/2016;LA TASAJERA;EPMG;868.252367;920.000;876.606
21/02/2016;MERILECTRICA 1;CIVG;382.938367;391.292;391.292
21/02/2016;MIEL I;ISGG;58.648367;67.002;67.002
21/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
21/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
21/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
21/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
21/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
21/02/2016;PLAYAS;EPMG;868.257367;910.000;876.611
21/02/2016;PORCE II;EPMG;868.258367;890.000;876.612
21/02/2016;PORCE III;EPMG;868.146367;876.500;876.500
21/02/2016;PRADO;EPSG;868.249367;880.000;876.603
21/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
21/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
21/02/2016;SALVAJINA;EPSG;868.260367;886.000;876.614
21/02/2016;SAN CARLOS;ISGG;868.256367;1168.800;876.610
21/02/2016;SOGAMOSO;ISGG;868.253367;1168.800;876.607
21/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
21/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
21/02/2016;TEBSAB;GECG;318.200367;326.554;326.554
21/02/2016;TERMOCANDELARIA 1;TCIG;776.883367;785.237;785.237
21/02/2016;TERMOCANDELARIA 2;TCIG;784.735367;793.089;793.089
21/02/2016;TERMOCENTRO CC;ISGG;278.956367;287.310;287.310
21/02/2016;TERMODORADA 1;EPMG;706.386367;714.740;714.740
21/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
21/02/2016;TERMOSIERRAB;EPMG;328.013367;336.367;336.367
21/02/2016;TERMOVALLE 1;TMVG;404.332367;412.686;412.686
21/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
21/02/2016;URRA;EMUG;58.649367;67.003;67.003
21/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
21/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
21/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
21/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
22/02/2016;ALBAN;EPSG;771.646367;780.000;780.000
22/02/2016;BARRANQUILLA 3;GECG;352.753367;361.107;361.107
22/02/2016;BARRANQUILLA 4;GECG;351.621367;359.975;359.975
22/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
22/02/2016;CALIMA;EPSG;868.247367;880.000;876.601
22/02/2016;CARTAGENA 1;ENDG;409.538367;417.892;417.892
22/02/2016;CARTAGENA 2;ENDG;413.889367;422.243;422.243
22/02/2016;CARTAGENA 3;ENDG;416.005367;424.359;424.359
22/02/2016;CHIVOR;CHVG;58.648367;67.002;67.002
22/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
22/02/2016;EL QUIMBO;ENDG;691.646367;700.000;700.000
22/02/2016;FLORES 1;TMFG;415.373367;423.727;423.727
22/02/2016;FLORES 4B;TMFG;323.294367;331.648;331.648
22/02/2016;GECELCA 3;GECG;181.166367;189.520;189.520
22/02/2016;GUAJIRA 1;GECG;207.382367;215.736;215.736
22/02/2016;GUAJIRA 2;GECG;200.971367;209.325;209.325
22/02/2016;GUATAPE;EPMG;401.646367;410.000;410.000
22/02/2016;GUATRON;EPMG;868.253367;900.000;876.607
22/02/2016;GUAVIO;ENDG;868.248367;1000.000;876.602
22/02/2016;JAGUAS;ISGG;58.648367;67.002;67.002
22/02/2016;LA TASAJERA;EPMG;868.252367;920.000;876.606
22/02/2016;MERILECTRICA 1;CIVG;383.102367;391.456;391.456
22/02/2016;MIEL I;ISGG;868.250367;1168.800;876.604
22/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
22/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
22/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
22/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
22/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
22/02/2016;PLAYAS;EPMG;868.255367;910.000;876.609
22/02/2016;PORCE II;EPMG;868.236367;876.590;876.590
22/02/2016;PORCE III;EPMG;868.256367;930.000;876.610
22/02/2016;PRADO;EPSG;868.249367;880.000;876.603
22/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
22/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
22/02/2016;SALVAJINA;EPSG;868.257367;886.000;876.611
22/02/2016;SAN CARLOS;ISGG;868.254367;1168.800;876.608
22/02/2016;SOGAMOSO;ISGG;291.646367;300.000;300.000
22/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
22/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
22/02/2016;TEBSAB;GECG;329.382367;337.736;337.736
22/02/2016;TERMOCANDELARIA 1;TCIG;776.883367;785.237;785.237
